108,40.7,-74.0133,1985-09-15,1985-10-03
109,32.7817,-79.925,1985-07-20,1985-07-27
110,29.6833,-94.0333,1986-06-22,1986-06-29
111,41.285,-70.0967,1986-08-12,1986-08-31
112,24.6481,-81.4164,1987-10-08,1987-10-15
113,30.0038,-89.8576,1988-09-06,1988-09-12
114,26.0733,-97.1547,1988-09-07,1988-09-21
115,27.4994,-82.5737,1988-11-16,1988-11-27
116,30.0038,-89.8576,1988-08-07,1988-08-11
117,29.2129,-81.0187,1988-11-16,1988-11-25
118,32.0333,-80.9017,1988-08-20,1988-08-30
119,29.865,-93.9353,1989-06-23,1989-07-02
120,29.5506,-94.3858,1989-07-29,1989-08-04
121,29.7219,-95.0075,1989-10-11,1989-10-17
122,33.0156,-79.5928,1989-09-20,1989-09-23
123,26.4375,-82.0386,1990-10-08,1990-10-14
124,41.3865,-71.4754,1991-08-15,1991-08-30
125,25.4977,-81.2006,1992-08-15,1992-08-29
126,29.2305,-90.6693,1992-08-15,1992-08-29
127,35.2446,-75.5292,1992-09-21,1992-09-27
128,25.6035,-80.3104,1992-08-15,1992-08-29
129,21.8758,-159.4606,1992-09-04,1992-09-14
130,28.6984,-96.2162,1993-06-17,1993-06-22
131,35.272,-75.5402,1993-08-30,1993-09-02
132,29.7267,-84.9817,1994-08-13,1994-08-20
133,30.3897,-86.5497,1994-06-29,1994-07-08
134,25.0108,-80.5139,1994-11-07,1994-11-22
135,24.5547,-81.7674,1994-11-07,1994-11-22
136,29.9801,-83.8086,1995-06-02,1995-06-12
137,30.2594,-85.9697,1995-09-26,1995-10-07
138,30.3793,-86.8625,1995-07-30,1995-08-07
139,28.7547,-82.6444,1995-08-21,1995-08-29
140,24.5617,-81.6811,1996-10-13,1996-10-30
141,29.3226,-83.1437,1996-10-03,1996-10-09
142,33.9892,-77.91,1996-12-09,1996-12-11
143,41.2366,-69.9869,1996-08-18,1996-09-07
144,34.365,-77.6302,1996-07-04,1996-07-15
145,34.6052,-76.5366,1996-06-16,1996-06-22
146,29.2366,-89.9873,1997-07-15,1997-07-28
147,36.9467,-76.33,1997-07-15,1997-07-27
148,29.8053,-84.7333,1998-08-30,1998-09-09
149,30.3911,-88.9737,1998-09-14,1998-10-02
150,28.6803,-95.9801,1998-09-07,1998-09-14
151,24.5594,-81.6847,1998-09-14,1998-10-02
152,29.285,-94.7883,1998-08-20,1998-08-25
153,24.5572,-81.7092,1998-10-21,1998-11-10
154,28.906,-78.471,1998-10-21,1998-11-06
155,24.7,-81.505,1998-09-14,1998-10-02
156,33.9739,-77.9147,1998-12-09,1998-12-11
157,24.7117,-81.105,1999-10-11,1999-10-20
158,26.5628,-97.2764,1999-08-17,1999-08-26
159,26.8778,-82.0632,1999-09-18,1999-09-23
160,30.6717,-81.465,1999-10-12,1999-10-20
161,33.9163,-78.1608,1999-09-06,1999-09-20
162,35.0308,-76.6927,1999-08-23,1999-09-09
163,27.9232,-82.8444,2000-09-13,2000-09-22
164,30.3968,-86.4709,2000-09-14,2000-09-26
165,26.7696,-82.0615,2001-09-10,2001-09-22
166,29.1813,-94.9717,2001-06-04,2001-06-20
167,24.661,-81.3566,2001-10-28,2001-11-07
168,30.3339,-86.185,2001-08-01,2001-08-09
169,25.7971,-80.125,2001-12-09,2001-12-11
170,26.7067,-82.1633,2001-09-10,2001-09-22
171,30.1733,-89.7274,2002-09-13,2002-09-28
172,28.8303,-95.4981,2002-09-04,2002-09-12
173,30.325,-89.325,2002-08-03,2002-08-10
174,29.5742,-91.4206,2002-09-20,2002-10-05
175,30.3614,-89.0928,2002-09-11,2002-09-16
176,32.7817,-79.925,2002-09-19,2002-10-13
177,35.5755,-75.4644,2002-09-07,2002-09-16
178,30.0038,-89.8576,2003-06-27,2003-07-04
179,29.2906,-94.7866,2003-08-29,2003-09-03
180,28.9211,-95.3869,2003-07-06,2003-07-18
181,36.0467,-75.6767,2003-09-24,2003-09-26
182,30.3422,-87.3106,2004-09-01,2004-09-25
183,30.1076,-90.4268,2004-10-07,2004-10-12
184,29.1363,-83.0373,2004-09-12,2004-09-30
185,29.135,-83.0317,2004-08-02,2004-08-15
186,29.7683,-93.3433,2004-09-01,2004-09-25
187,26.4506,-81.9496,2004-08-08,2004-08-16
188,27.8044,-82.807,2004-08-24,2004-09-11
189,,,2004-09-12,2004-09-30
190,33.0013,-76.5815,2004-08-26,2004-09-02
191,33.0102,-79.4358,2004-08-24,2004-09-11
192,33.918,-78.1491,2004-08-08,2004-08-16
193,35.2686,-75.5422,2004-07-30,2004-08-07
194,,,2004-10-09,2004-10-11
195,30.3339,-86.185,2005-06-07,2005-06-15
196,25.1294,-81.0369,2005-08-22,2005-09-01
197,27.9133,-82.425,2005-07-03,2005-07-19
198,30.2721,-89.376,2005-08-22,2005-09-01
199,29.7867,-93.1837,2005-09-17,2005-09-27
200,25.4432,-81.1564,2005-10-14,2005-10-27
201,30.369,-86.3266,2005-07-03,2005-07-19
202,30.2328,-87.9534,2005-07-02,2005-07-12
203,26.0168,-97.152,2005-07-10,2005-07-22
204,24.5546,-81.7638,2005-09-17,2005-09-27
205,24.7117,-81.105,2005-10-14,2005-10-27
206,32.0333,-80.9017,2005-10-04,2005-10-07
207,30.3967,-81.43,2005-09-05,2005-09-18
208,25.7317,-80.1617,2005-12-09,2005-12-11
209,25.7317,-80.1617,2005-12-09,2005-12-11
210,24.555,-81.8067,2005-07-03,2005-07-14
211,,,2005-09-09,2005-09-11
212,28.7829,-82.6206,2006-06-09,2006-06-20
213,24.7117,-81.105,2006-08-23,2006-09-05
214,32.0333,-80.9017,2006-08-27,2006-09-02
215,32.0333,-80.9017,2006-08-27,2006-09-02
216,,,2006-07-17,2006-07-22
217,32.0333,-80.9017,2006-06-09,2006-06-15
218,29.1815,-94.9716,2007-08-14,2007-08-20
219,29.6781,-93.8369,2007-09-11,2007-09-15
220,31.1317,-81.3967,2007-05-08,2007-05-12
221,29.5858,-89.606,2008-08-24,2008-09-06
222,25.8456,-81.3878,2008-08-14,2008-08-29
223,26.3533,-97.2094,2008-07-19,2008-07-28
224,26.647,-81.872,2008-08-31,2008-09-16
225,24.7117,-81.105,2008-08-24,2008-09-06
226,29.704,-94.4837,2008-08-31,2008-09-16
227,25.7317,-80.1617,2008-12-09,2008-12-11
228,34.1572,-77.8766,2008-08-27,2008-09-09
229,25.8583,-81.3867,2008-08-14,2008-08-29
230,29.5983,-89.6183,2009-11-03,2009-11-11
231,29.6799,-85.2271,2009-08-15,2009-08-19
232,28.6178,-96.6205,2010-06-24,2010-07-03
233,28.6178,-96.6205,2010-09-05,2010-09-10
234,35.5469,-75.6113,2010-08-23,2010-09-07
235,27.58,-97.2167,2011-07-26,2011-07-31
236,30.031,-90.037,2011-09-01,2011-09-06
237,40.583,-73.6594,2011-08-26,2011-08-28
238,,,2011-11-08,2011-11-10
239,29.135,-83.032,2012-06-22,2012-06-28
240,29.5666,-89.7659,2012-08-20,2012-09-02
241,40.58,-73.64,2012-12-09,2012-12-11
