Surge ID,Date Range,Date,Station ID,Precip,Above 90th?
169,20010119-20010121,20010119,USW00092811,-9998,0
169,20010119-20010121,20010120,USW00092811,-9998,0
169,20010119-20010121,20010121,USW00092811,-9998,0
169,20010119-20010121,20010119,USC00083909,   38,0
169,20010119-20010121,20010120,USC00083909,   53,0
169,20010119-20010121,20010121,USC00083909,    0,0
169,20010119-20010121,20010119,USW00012859,    0,0
169,20010119-20010121,20010120,USW00012859,   18,0
169,20010119-20010121,20010121,USW00012859,    0,0
169,20010119-20010121,20010119,USW00012839,    0,0
169,20010119-20010121,20010120,USW00012839,  124,1
169,20010119-20010121,20010121,USW00012839,    0,0
169,20010119-20010121,20010119,USC00083163,    0,0
169,20010119-20010121,20010120,USC00083163,   86,0
169,20010119-20010121,20010121,USC00083163,    0,0
169,20010119-20010121,20010119,USC00087254,    0,0
169,20010119-20010121,20010120,USC00087254,-9999,0
169,20010119-20010121,20010121,USC00087254,-9999,0
100,19830822-19830830,19830822,USC00417179,-9998,0
100,19830822-19830830,19830823,USC00417179,-9998,0
100,19830822-19830830,19830824,USC00417179,-9998,0
100,19830822-19830830,19830825,USC00417179,-9998,0
100,19830822-19830830,19830826,USC00417179,-9998,0
100,19830822-19830830,19830827,USC00417179,-9998,0
100,19830822-19830830,19830828,USC00417179,-9998,0
100,19830822-19830830,19830829,USC00417179,-9998,0
100,19830822-19830830,19830830,USC00417179,-9998,0
100,19830822-19830830,19830822,USW00012919,    0,0
100,19830822-19830830,19830823,USW00012919,    0,0
100,19830822-19830830,19830824,USW00012919,    0,0
100,19830822-19830830,19830825,USW00012919,   38,1
100,19830822-19830830,19830826,USW00012919,    0,0
100,19830822-19830830,19830827,USW00012919,    0,0
100,19830822-19830830,19830828,USW00012919,  102,1
100,19830822-19830830,19830829,USW00012919,    3,0
100,19830822-19830830,19830830,USW00012919,    0,0
97,19800903-19800908,19800903,USW00012917,    0,0
97,19800903-19800908,19800904,USW00012917,    0,0
97,19800903-19800908,19800905,USW00012917, 2997,1
97,19800903-19800908,19800906,USW00012917, 1364,1
97,19800903-19800908,19800907,USW00012917,    0,0
97,19800903-19800908,19800908,USW00012917,  284,1
97,19800903-19800908,19800903,USC00416664,    0,0
97,19800903-19800908,19800904,USC00416664,    0,0
97,19800903-19800908,19800905,USC00416664,    0,0
97,19800903-19800908,19800906,USC00416664, 1986,1
97,19800903-19800908,19800907,USC00416664,  290,1
97,19800903-19800908,19800908,USC00416664,    0,0
97,19800903-19800908,19800903,USC00163979,    0,0
97,19800903-19800908,19800904,USC00163979,    0,0
97,19800903-19800908,19800905,USC00163979,   13,0
97,19800903-19800908,19800906,USC00163979, 1189,1
97,19800903-19800908,19800907,USC00163979,   46,0
97,19800903-19800908,19800908,USC00163979,    0,0
9,19550903-19550907,19550903,USW00012924,    0,0
9,19550903-19550907,19550904,USW00012924,    3,0
9,19550903-19550907,19550905,USW00012924,  104,1
9,19550903-19550907,19550906,USW00012924, 1941,1
9,19550903-19550907,19550907,USW00012924,  218,1
9,19550903-19550907,19550903,USW00012926,    0,0
9,19550903-19550907,19550904,USW00012926,    0,0
9,19550903-19550907,19550905,USW00012926,  554,1
9,19550903-19550907,19550906,USW00012926, 3106,1
9,19550903-19550907,19550907,USW00012926,  353,1
9,19550903-19550907,19550903,USC00417677,    0,0
9,19550903-19550907,19550904,USC00417677,    0,0
9,19550903-19550907,19550905,USC00417677,    5,0
9,19550903-19550907,19550906,USC00417677,  145,1
9,19550903-19550907,19550907,USC00417677, 1692,1
9,19550903-19550907,19550903,USC00418354,    0,0
9,19550903-19550907,19550904,USC00418354,    0,0
9,19550903-19550907,19550905,USC00418354,   43,1
9,19550903-19550907,19550906,USC00418354, 1194,1
9,19550903-19550907,19550907,USC00418354,  716,1
9,19550903-19550907,19550903,USC00417704,-9998,0
9,19550903-19550907,19550904,USC00417704,-9998,0
9,19550903-19550907,19550905,USC00417704,-9998,0
9,19550903-19550907,19550906,USC00417704,-9998,0
9,19550903-19550907,19550907,USC00417704,-9998,0
41,19631015-19631031,19631015,USW00013748,    0,0
41,19631015-19631031,19631016,USW00013748,    0,0
41,19631015-19631031,19631017,USW00013748,    0,0
41,19631015-19631031,19631018,USW00013748,    0,0
41,19631015-19631031,19631019,USW00013748,    0,0
41,19631015-19631031,19631020,USW00013748,    0,0
41,19631015-19631031,19631021,USW00013748,    0,0
41,19631015-19631031,19631022,USW00013748,   15,0
41,19631015-19631031,19631023,USW00013748,    0,0
41,19631015-19631031,19631024,USW00013748,    0,0
41,19631015-19631031,19631025,USW00013748,  457,1
41,19631015-19631031,19631026,USW00013748,  485,1
41,19631015-19631031,19631027,USW00013748,    0,0
41,19631015-19631031,19631028,USW00013748,   25,0
41,19631015-19631031,19631029,USW00013748,    0,0
41,19631015-19631031,19631030,USW00013748,    0,0
41,19631015-19631031,19631031,USW00013748,    0,0
41,19631015-19631031,19631015,USC00319467,    0,0
41,19631015-19631031,19631016,USC00319467,    0,0
41,19631015-19631031,19631017,USC00319467,    0,0
41,19631015-19631031,19631018,USC00319467,    0,0
41,19631015-19631031,19631019,USC00319467,    0,0
41,19631015-19631031,19631020,USC00319467,    0,0
41,19631015-19631031,19631021,USC00319467,   13,0
41,19631015-19631031,19631022,USC00319467,    0,0
41,19631015-19631031,19631023,USC00319467,    0,0
41,19631015-19631031,19631024,USC00319467,   25,0
41,19631015-19631031,19631025,USC00319467,    0,0
41,19631015-19631031,19631026,USC00319467,  734,1
41,19631015-19631031,19631027,USC00319467,   91,0
41,19631015-19631031,19631028,USC00319467,    0,0
41,19631015-19631031,19631029,USC00319467,   25,0
41,19631015-19631031,19631030,USC00319467,    8,0
41,19631015-19631031,19631031,USC00319467,    0,0
41,19631015-19631031,19631015,USC00318113,    0,0
41,19631015-19631031,19631016,USC00318113,    0,0
41,19631015-19631031,19631017,USC00318113,    0,0
41,19631015-19631031,19631018,USC00318113,    0,0
41,19631015-19631031,19631019,USC00318113,    0,0
41,19631015-19631031,19631020,USC00318113,    0,0
41,19631015-19631031,19631021,USC00318113,    0,0
41,19631015-19631031,19631022,USC00318113,    0,0
41,19631015-19631031,19631023,USC00318113,    0,0
41,19631015-19631031,19631024,USC00318113,   13,0
41,19631015-19631031,19631025,USC00318113,  152,1
41,19631015-19631031,19631026,USC00318113, 1448,1
41,19631015-19631031,19631027,USC00318113,   10,0
41,19631015-19631031,19631028,USC00318113,    0,0
41,19631015-19631031,19631029,USC00318113,   81,0
41,19631015-19631031,19631030,USC00318113,    0,0
41,19631015-19631031,19631031,USC00318113,    0,0
41,19631015-19631031,19631015,USC00319423,    0,0
41,19631015-19631031,19631016,USC00319423,    0,0
41,19631015-19631031,19631017,USC00319423,    0,0
41,19631015-19631031,19631018,USC00319423,    0,0
41,19631015-19631031,19631019,USC00319423,    0,0
41,19631015-19631031,19631020,USC00319423,    0,0
41,19631015-19631031,19631021,USC00319423,    0,0
41,19631015-19631031,19631022,USC00319423,    0,0
41,19631015-19631031,19631023,USC00319423,   13,0
41,19631015-19631031,19631024,USC00319423,    0,0
41,19631015-19631031,19631025,USC00319423,    5,0
41,19631015-19631031,19631026,USC00319423,  470,1
41,19631015-19631031,19631027,USC00319423,    0,0
41,19631015-19631031,19631028,USC00319423,    0,0
41,19631015-19631031,19631029,USC00319423,  109,0
41,19631015-19631031,19631030,USC00319423,    0,0
41,19631015-19631031,19631031,USC00319423,    0,0
200,20051014-20051027,20051014,USC00083020,    0,0
200,20051014-20051027,20051015,USC00083020,    0,0
200,20051014-20051027,20051016,USC00083020,    5,0
200,20051014-20051027,20051017,USC00083020,    0,0
200,20051014-20051027,20051018,USC00083020,    0,0
200,20051014-20051027,20051019,USC00083020,    0,0
200,20051014-20051027,20051020,USC00083020,    0,0
200,20051014-20051027,20051021,USC00083020,   15,0
200,20051014-20051027,20051022,USC00083020,   28,0
200,20051014-20051027,20051023,USC00083020,    0,0
200,20051014-20051027,20051024,USC00083020,    0,0
200,20051014-20051027,20051025,USC00083020,    0,0
200,20051014-20051027,20051026,USC00083020,    0,0
200,20051014-20051027,20051027,USC00083020,    0,0
200,20051014-20051027,20051014,USC00088780,-9999,0
200,20051014-20051027,20051015,USC00088780,-9999,0
200,20051014-20051027,20051016,USC00088780,  224,1
200,20051014-20051027,20051017,USC00088780,-9999,0
200,20051014-20051027,20051018,USC00088780,    0,0
200,20051014-20051027,20051019,USC00088780,-9999,0
200,20051014-20051027,20051020,USC00088780,-9999,0
200,20051014-20051027,20051021,USC00088780,-9999,0
200,20051014-20051027,20051022,USC00088780,-9999,0
200,20051014-20051027,20051023,USC00088780,-9999,0
200,20051014-20051027,20051024,USC00088780,-9999,0
200,20051014-20051027,20051025,USC00088780,-9999,0
200,20051014-20051027,20051026,USC00088780,-9999,0
200,20051014-20051027,20051027,USC00088780,-9999,0
179,20030829-20030903,20030829,USW00012944,    0,0
179,20030829-20030903,20030830,USW00012944,    0,0
179,20030829-20030903,20030831,USW00012944,    0,0
179,20030829-20030903,20030901,USC00410204,    3,0
179,20030829-20030903,20030902,USC00410204,    0,0
179,20030829-20030903,20030903,USC00410204,    3,0
163,20000913-20000922,20000913,USC00088824,    0,0
163,20000913-20000922,20000914,USC00088824,  163,1
163,20000913-20000922,20000915,USC00088824,    0,0
163,20000913-20000922,20000916,USC00088824,  147,1
163,20000913-20000922,20000917,USC00088824,  673,1
163,20000913-20000922,20000918,USC00088824,   81,0
163,20000913-20000922,20000919,USC00088824,    0,0
163,20000913-20000922,20000920,USC00088824,  102,0
163,20000913-20000922,20000921,USC00088824,  305,1
163,20000913-20000922,20000922,USC00088824,    0,0
163,20000913-20000922,20000913,USC00087886,    0,0
163,20000913-20000922,20000914,USC00087886,    0,0
163,20000913-20000922,20000915,USC00087886,    0,0
163,20000913-20000922,20000916,USC00087886,  104,0
163,20000913-20000922,20000917,USC00087886,  668,1
163,20000913-20000922,20000918,USC00087886,    8,0
163,20000913-20000922,20000919,USC00087886,  130,1
163,20000913-20000922,20000920,USC00087886,  180,1
163,20000913-20000922,20000921,USC00087886,    8,0
163,20000913-20000922,20000922,USC00087886,    0,0
163,20000913-20000922,20000913,USW00012842,    0,0
163,20000913-20000922,20000914,USW00012842,    0,0
163,20000913-20000922,20000915,USW00012842,    0,0
163,20000913-20000922,20000916,USW00012842,   53,0
163,20000913-20000922,20000917,USW00012842,  566,1
163,20000913-20000922,20000918,USW00012842,    0,0
163,20000913-20000922,20000919,USW00012842,  516,1
163,20000913-20000922,20000920,USW00012842,   36,0
163,20000913-20000922,20000921,USW00012842,    0,0
163,20000913-20000922,20000922,USW00012842,    0,0
171,20020913-20020928,20020913,USC00168539,    0,0
171,20020913-20020928,20020914,USC00168539,   76,0
171,20020913-20020928,20020915,USC00168539,   10,0
171,20020913-20020928,20020916,USC00168539,    0,0
171,20020913-20020928,20020917,USC00168539,    8,0
171,20020913-20020928,20020918,USC00168539,    0,0
171,20020913-20020928,20020919,USC00168539,    0,0
171,20020913-20020928,20020920,USC00168539,    0,0
171,20020913-20020928,20020921,USC00168539,   10,0
171,20020913-20020928,20020922,USC00168539,    3,0
171,20020913-20020928,20020923,USC00168539,  173,1
171,20020913-20020928,20020924,USC00168539,    0,0
171,20020913-20020928,20020925,USC00168539,  594,1
171,20020913-20020928,20020926,USC00168539, 1732,1
171,20020913-20020928,20020927,USC00168539,   51,0
171,20020913-20020928,20020928,USC00168539,    0,0
171,20020913-20020928,20020913,USC00166666,   20,0
171,20020913-20020928,20020914,USC00166666,    8,0
171,20020913-20020928,20020915,USC00166666,    0,0
171,20020913-20020928,20020916,USC00166666,    0,0
171,20020913-20020928,20020917,USC00166666,  122,0
171,20020913-20020928,20020918,USC00166666,  358,1
171,20020913-20020928,20020919,USC00166666,    0,0
171,20020913-20020928,20020920,USC00166666,    0,0
171,20020913-20020928,20020921,USC00166666,   71,0
171,20020913-20020928,20020922,USC00166666,  124,0
171,20020913-20020928,20020923,USC00166666,  447,1
171,20020913-20020928,20020924,USC00166666,    0,0
171,20020913-20020928,20020925,USC00166666,  795,1
171,20020913-20020928,20020926,USC00166666, 3896,1
171,20020913-20020928,20020927,USC00166666,    8,0
171,20020913-20020928,20020928,USC00166666,    0,0
171,20020913-20020928,20020913,USC00226921,    0,0
171,20020913-20020928,20020914,USC00226921,    0,0
171,20020913-20020928,20020915,USC00226921,   25,0
171,20020913-20020928,20020916,USC00226921,    0,0
171,20020913-20020928,20020917,USC00226921,    0,0
171,20020913-20020928,20020918,USC00226921,    5,0
171,20020913-20020928,20020919,USC00226921,    0,0
171,20020913-20020928,20020920,USC00226921,    0,0
171,20020913-20020928,20020921,USC00226921,    0,0
171,20020913-20020928,20020922,USC00226921,  191,1
171,20020913-20020928,20020923,USC00226921,    0,0
171,20020913-20020928,20020924,USC00226921,    0,0
171,20020913-20020928,20020925,USC00226921,  597,1
171,20020913-20020928,20020926,USC00226921, 1669,1
171,20020913-20020928,20020927,USC00226921,  107,0
171,20020913-20020928,20020928,USC00226921,    0,0
171,20020913-20020928,20020913,USW00012930,   30,0
171,20020913-20020928,20020914,USW00012930,    0,0
171,20020913-20020928,20020915,USW00012930,    0,0
171,20020913-20020928,20020916,USW00012930,    5,0
171,20020913-20020928,20020917,USW00012930,   10,0
171,20020913-20020928,20020918,USW00012930,   10,0
171,20020913-20020928,20020919,USW00012930,    0,0
171,20020913-20020928,20020920,USW00012930,   25,0
171,20020913-20020928,20020921,USW00012930,   89,0
171,20020913-20020928,20020922,USW00012930,  216,1
171,20020913-20020928,20020923,USW00012930,    0,0
171,20020913-20020928,20020924,USW00012930,  404,1
171,20020913-20020928,20020925,USW00012930, 1872,1
171,20020913-20020928,20020926,USW00012930,  716,1
171,20020913-20020928,20020927,USW00012930,    0,0
171,20020913-20020928,20020928,USW00012930,    0,0
171,20020913-20020928,20020913,USW00012958,   64,0
171,20020913-20020928,20020914,USW00012958,    5,0
171,20020913-20020928,20020915,USW00012958,    0,0
171,20020913-20020928,20020916,USW00012958,    0,0
171,20020913-20020928,20020917,USW00012958,    0,0
171,20020913-20020928,20020918,USW00012958,    0,0
171,20020913-20020928,20020919,USW00012958,    0,0
171,20020913-20020928,20020920,USW00012958,    0,0
171,20020913-20020928,20020921,USW00012958,  157,1
171,20020913-20020928,20020922,USW00012958,  119,0
171,20020913-20020928,20020923,USW00012958,    0,0
171,20020913-20020928,20020924,USW00012958,  726,1
171,20020913-20020928,20020925,USW00012958, 1412,1
171,20020913-20020928,20020926,USW00012958,  467,1
171,20020913-20020928,20020927,USW00012958,    0,0
171,20020913-20020928,20020928,USW00012958,    0,0
48,19640827-19640917,19640827,USC00091340,   10,0
48,19640827-19640917,19640828,USC00091340,  884,1
48,19640827-19640917,19640829,USC00091340,  554,1
48,19640827-19640917,19640830,USC00091340,    0,0
48,19640827-19640917,19640831,USC00091340,    0,0
48,19640827-19640917,19640901,USC00091340,    0,0
48,19640827-19640917,19640902,USC00091340,    0,0
48,19640827-19640917,19640903,USC00091340,    0,0
48,19640827-19640917,19640904,USC00091340,    8,0
48,19640827-19640917,19640905,USC00091340,    0,0
48,19640827-19640917,19640906,USC00091340,    0,0
48,19640827-19640917,19640907,USC00091340,   25,0
48,19640827-19640917,19640908,USC00091340,    0,0
48,19640827-19640917,19640909,USC00091340,    0,0
48,19640827-19640917,19640910,USC00091340, 1146,1
48,19640827-19640917,19640911,USC00091340,   36,0
48,19640827-19640917,19640912,USC00091340,  376,1
48,19640827-19640917,19640913,USC00091340,   25,0
48,19640827-19640917,19640914,USC00091340,    0,0
48,19640827-19640917,19640915,USC00091340,    0,0
48,19640827-19640917,19640916,USC00091340,    0,0
48,19640827-19640917,19640917,USC00091340,    0,0
48,19640827-19640917,19640827,USW00013878,    3,0
48,19640827-19640917,19640828,USW00013878,  790,1
48,19640827-19640917,19640829,USW00013878,   38,0
48,19640827-19640917,19640830,USW00013878,    0,0
48,19640827-19640917,19640831,USW00013878,    0,0
48,19640827-19640917,19640901,USW00013878,    8,0
48,19640827-19640917,19640902,USW00013878,    0,0
48,19640827-19640917,19640903,USW00013878,    0,0
48,19640827-19640917,19640904,USW00013878,   20,0
48,19640827-19640917,19640905,USW00013878,    0,0
48,19640827-19640917,19640906,USW00013878,    0,0
48,19640827-19640917,19640907,USW00013878,   58,0
48,19640827-19640917,19640908,USW00013878,    0,0
48,19640827-19640917,19640909,USW00013878,  721,1
48,19640827-19640917,19640910,USW00013878,  503,1
48,19640827-19640917,19640911,USW00013878,    5,0
48,19640827-19640917,19640912,USW00013878,  381,1
48,19640827-19640917,19640913,USW00013878,    3,0
48,19640827-19640917,19640914,USW00013878,    0,0
48,19640827-19640917,19640915,USW00013878,    0,0
48,19640827-19640917,19640916,USW00013878,    0,0
48,19640827-19640917,19640917,USW00013878,    0,0
48,19640827-19640917,19640901,USC00097808,    0,0
48,19640827-19640917,19640902,USC00097808,    0,0
48,19640827-19640917,19640903,USC00097808,    0,0
48,19640827-19640917,19640904,USC00097808,    0,0
48,19640827-19640917,19640905,USC00097808,    0,0
48,19640827-19640917,19640906,USC00097808,    0,0
48,19640827-19640917,19640907,USC00097808,   25,0
48,19640827-19640917,19640908,USC00097808,    0,0
48,19640827-19640917,19640909,USC00097808,  145,1
48,19640827-19640917,19640910,USC00097808,  686,1
48,19640827-19640917,19640911,USC00097808,   36,0
48,19640827-19640917,19640912,USC00097808,  356,1
48,19640827-19640917,19640913,USC00097808,   51,0
48,19640827-19640917,19640914,USC00097808,    0,0
48,19640827-19640917,19640915,USC00097808,    0,0
48,19640827-19640917,19640916,USC00097808,    0,0
48,19640827-19640917,19640917,USC00097808,    0,0
48,19640827-19640917,19640827,USC00096219,    0,0
48,19640827-19640917,19640828,USC00096219,  584,1
48,19640827-19640917,19640829,USC00096219,  538,1
48,19640827-19640917,19640830,USC00096219,    0,0
48,19640827-19640917,19640831,USC00096219,    0,0
48,19640827-19640917,19640901,USC00096219,    0,0
48,19640827-19640917,19640902,USC00096219,    0,0
48,19640827-19640917,19640903,USC00096219,    0,0
48,19640827-19640917,19640904,USC00096219,    0,0
48,19640827-19640917,19640905,USC00096219,    0,0
48,19640827-19640917,19640906,USC00096219,    0,0
48,19640827-19640917,19640907,USC00096219,   81,0
48,19640827-19640917,19640908,USC00096219,    0,0
48,19640827-19640917,19640909,USC00096219,  345,1
48,19640827-19640917,19640910,USC00096219,  686,1
48,19640827-19640917,19640911,USC00096219,   25,0
48,19640827-19640917,19640912,USC00096219,  795,1
48,19640827-19640917,19640913,USC00096219,   48,0
48,19640827-19640917,19640914,USC00096219,    0,0
48,19640827-19640917,19640915,USC00096219,    0,0
48,19640827-19640917,19640916,USC00096219,    0,0
48,19640827-19640917,19640917,USC00096219,    0,0
196,20050822-20050901,20050822,USC00083020,    0,0
196,20050822-20050901,20050823,USC00083020,    8,0
196,20050822-20050901,20050824,USC00083020,    3,0
196,20050822-20050901,20050825,USC00083020,    5,0
196,20050822-20050901,20050826,USC00083020,-9999,0
196,20050822-20050901,20050827,USC00083020,-9999,0
196,20050822-20050901,20050828,USC00083020,-9999,0
196,20050822-20050901,20050829,USC00083020,-9999,0
196,20050822-20050901,20050830,USC00083020,-9999,0
196,20050822-20050901,20050831,USC00083020,-9999,0
196,20050822-20050901,20050901,USC00083020,    0,0
141,19961003-19961009,19961003,USC00089120,    8,0
141,19961003-19961009,19961004,USC00089120,    0,0
141,19961003-19961009,19961005,USC00089120,    0,0
141,19961003-19961009,19961006,USC00089120,    0,0
141,19961003-19961009,19961007,USC00089120,  673,1
141,19961003-19961009,19961008,USC00089120,  391,1
141,19961003-19961009,19961009,USC00089120,    0,0
141,19961003-19961009,19961003,USC00082008,    8,0
141,19961003-19961009,19961004,USC00082008,    0,0
141,19961003-19961009,19961005,USC00082008,    0,0
141,19961003-19961009,19961006,USC00082008,    0,0
141,19961003-19961009,19961007,USC00082008,    0,0
141,19961003-19961009,19961008,USC00082008, 1372,1
141,19961003-19961009,19961009,USC00082008,    0,0
111,19860812-19860831,19860812,USC00192501,    0,0
111,19860812-19860831,19860813,USC00192501,    0,0
111,19860812-19860831,19860814,USC00192501,    0,0
111,19860812-19860831,19860815,USC00192501,    0,0
111,19860812-19860831,19860816,USC00192501,    0,0
111,19860812-19860831,19860817,USC00192501,   79,0
111,19860812-19860831,19860818,USC00192501,    0,0
111,19860812-19860831,19860819,USC00192501,  414,1
111,19860812-19860831,19860820,USC00192501,    8,0
111,19860812-19860831,19860821,USC00192501,    0,0
111,19860812-19860831,19860822,USC00192501,  414,1
111,19860812-19860831,19860823,USC00192501,    0,0
111,19860812-19860831,19860824,USC00192501,   84,0
111,19860812-19860831,19860825,USC00192501,    0,0
111,19860812-19860831,19860826,USC00192501,    0,0
111,19860812-19860831,19860827,USC00192501,    0,0
111,19860812-19860831,19860828,USC00192501,   69,0
111,19860812-19860831,19860829,USC00192501,   89,0
111,19860812-19860831,19860830,USC00192501,    0,0
111,19860812-19860831,19860831,USC00192501,    0,0
111,19860812-19860831,19860812,USC00193821,    0,0
111,19860812-19860831,19860813,USC00193821,    0,0
111,19860812-19860831,19860814,USC00193821,    0,0
111,19860812-19860831,19860815,USC00193821,    0,0
111,19860812-19860831,19860816,USC00193821,    0,0
111,19860812-19860831,19860817,USC00193821,   84,0
111,19860812-19860831,19860818,USC00193821,    0,0
111,19860812-19860831,19860819,USC00193821,  376,1
111,19860812-19860831,19860820,USC00193821,    0,0
111,19860812-19860831,19860821,USC00193821,    0,0
111,19860812-19860831,19860822,USC00193821,  241,1
111,19860812-19860831,19860823,USC00193821,    0,0
111,19860812-19860831,19860824,USC00193821,   51,0
111,19860812-19860831,19860825,USC00193821,    0,0
111,19860812-19860831,19860826,USC00193821,    0,0
111,19860812-19860831,19860827,USC00193821,    0,0
111,19860812-19860831,19860828,USC00193821,    5,0
111,19860812-19860831,19860829,USC00193821,  254,1
111,19860812-19860831,19860830,USC00193821,    0,0
111,19860812-19860831,19860831,USC00193821,    0,0
212,20060609-20060620,20060609,USC00084289,    0,0
212,20060609-20060620,20060610,USC00084289,    0,0
212,20060609-20060620,20060611,USC00084289,    0,0
212,20060609-20060620,20060612,USC00084289,   25,0
212,20060609-20060620,20060613,USC00084289,  404,1
212,20060609-20060620,20060614,USC00084289,    3,0
212,20060609-20060620,20060615,USC00084289,    0,0
212,20060609-20060620,20060616,USC00084289,    0,0
212,20060609-20060620,20060617,USC00084289,    0,0
212,20060609-20060620,20060618,USC00084289,    3,0
212,20060609-20060620,20060619,USC00084289,    0,0
212,20060609-20060620,20060620,USC00084289,    0,0
212,20060609-20060620,20060609,USC00081046,    0,0
212,20060609-20060620,20060610,USC00081046,    0,0
212,20060609-20060620,20060611,USC00081046,  112,0
212,20060609-20060620,20060612,USC00081046,  282,1
212,20060609-20060620,20060613,USC00081046,  213,1
212,20060609-20060620,20060614,USC00081046,    3,0
212,20060609-20060620,20060615,USC00081046,    0,0
212,20060609-20060620,20060616,USC00081046,    0,0
212,20060609-20060620,20060617,USC00081046,    0,0
212,20060609-20060620,20060618,USC00081046,   10,0
212,20060609-20060620,20060619,USC00081046,  109,0
212,20060609-20060620,20060620,USC00081046,    3,0
122,19890920-19890923,19890920,USC00388405,-9998,0
122,19890920-19890923,19890921,USC00388405,-9998,0
122,19890920-19890923,19890922,USC00388405,-9998,0
122,19890920-19890923,19890923,USC00388405,-9998,0
122,19890920-19890923,19890920,USW00013782,   41,0
122,19890920-19890923,19890921,USW00013782, 1521,1
122,19890920-19890923,19890922,USW00013782,  221,1
122,19890920-19890923,19890923,USW00013782,   38,0
122,19890920-19890923,19890920,USW00013880,    0,0
122,19890920-19890923,19890921,USW00013880, 1229,1
122,19890920-19890923,19890922,USW00013880,  269,1
122,19890920-19890923,19890923,USW00013880,   25,0
122,19890920-19890923,19890920,USC00386893,    0,0
122,19890920-19890923,19890921,USC00386893,  132,1
122,19890920-19890923,19890922,USC00386893, 1113,1
122,19890920-19890923,19890923,USC00386893,    0,0
92,19790714-19790730,19790714,USW00012917,  178,1
92,19790714-19790730,19790715,USW00012917,    0,0
92,19790714-19790730,19790716,USW00012917,    0,0
92,19790714-19790730,19790717,USW00012917,    0,0
92,19790714-19790730,19790718,USW00012917,    5,0
92,19790714-19790730,19790719,USW00012917,    0,0
92,19790714-19790730,19790720,USW00012917,    0,0
92,19790714-19790730,19790721,USW00012917,   13,0
92,19790714-19790730,19790722,USW00012917,    0,0
92,19790714-19790730,19790723,USW00012917,   30,0
92,19790714-19790730,19790724,USW00012917,  838,1
92,19790714-19790730,19790725,USW00012917, 2197,1
92,19790714-19790730,19790726,USW00012917,  193,1
92,19790714-19790730,19790727,USW00012917,    0,0
92,19790714-19790730,19790728,USW00012917,    0,0
92,19790714-19790730,19790729,USW00012917,    0,0
92,19790714-19790730,19790730,USW00012917,    0,0
92,19790714-19790730,19790714,USC00416664,  165,1
92,19790714-19790730,19790715,USC00416664,  178,1
92,19790714-19790730,19790716,USC00416664,    0,0
92,19790714-19790730,19790717,USC00416664,    0,0
92,19790714-19790730,19790718,USC00416664,   38,0
92,19790714-19790730,19790719,USC00416664,  239,1
92,19790714-19790730,19790720,USC00416664,    0,0
92,19790714-19790730,19790721,USC00416664,   74,0
92,19790714-19790730,19790722,USC00416664,  432,1
92,19790714-19790730,19790723,USC00416664,    0,0
92,19790714-19790730,19790724,USC00416664,   51,0
92,19790714-19790730,19790725,USC00416664, 1651,1
92,19790714-19790730,19790726,USC00416664,  787,1
92,19790714-19790730,19790727,USC00416664,  152,1
92,19790714-19790730,19790728,USC00416664,    0,0
92,19790714-19790730,19790729,USC00416664,    0,0
92,19790714-19790730,19790730,USC00416664,    0,0
92,19790714-19790730,19790714,USC00410611,   64,0
92,19790714-19790730,19790715,USC00410611,   18,0
92,19790714-19790730,19790716,USC00410611,    0,0
92,19790714-19790730,19790717,USC00410611,    0,0
92,19790714-19790730,19790718,USC00410611,    3,0
92,19790714-19790730,19790719,USC00410611,    3,0
92,19790714-19790730,19790720,USC00410611,    0,0
92,19790714-19790730,19790721,USC00410611,  249,1
92,19790714-19790730,19790722,USC00410611,  114,0
92,19790714-19790730,19790723,USC00410611,    0,0
92,19790714-19790730,19790724,USC00410611,   48,0
92,19790714-19790730,19790725,USC00410611, 1829,1
92,19790714-19790730,19790726,USC00410611, 1422,1
92,19790714-19790730,19790727,USC00410611,   86,0
92,19790714-19790730,19790728,USC00410611,    5,0
92,19790714-19790730,19790729,USC00410611,    0,0
92,19790714-19790730,19790730,USC00410611,    0,0
92,19790714-19790730,19790714,USC00163979,  124,1
92,19790714-19790730,19790715,USC00163979,   28,0
92,19790714-19790730,19790716,USC00163979,    0,0
92,19790714-19790730,19790717,USC00163979,    0,0
92,19790714-19790730,19790718,USC00163979,    0,0
92,19790714-19790730,19790719,USC00163979,    0,0
92,19790714-19790730,19790720,USC00163979,  602,1
92,19790714-19790730,19790721,USC00163979,   25,0
92,19790714-19790730,19790722,USC00163979,  231,1
92,19790714-19790730,19790723,USC00163979,    0,0
92,19790714-19790730,19790724,USC00163979,  259,1
92,19790714-19790730,19790725,USC00163979, 1397,1
92,19790714-19790730,19790726,USC00163979, 1265,1
92,19790714-19790730,19790727,USC00163979,  262,1
92,19790714-19790730,19790728,USC00163979,    0,0
92,19790714-19790730,19790729,USC00163979,    0,0
92,19790714-19790730,19790730,USC00163979,    0,0
201,20050703-20050719,20050703,USC00086240,   56,0
201,20050703-20050719,20050704,USC00086240,    0,0
201,20050703-20050719,20050705,USC00086240,    8,0
201,20050703-20050719,20050706,USC00086240,    0,0
201,20050703-20050719,20050707,USC00086240,  173,1
201,20050703-20050719,20050708,USC00086240,    0,0
201,20050703-20050719,20050709,USC00086240,    0,0
201,20050703-20050719,20050710,USC00086240,  114,0
201,20050703-20050719,20050711,USC00086240, 1194,1
